user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	aa_percent	translation_table	red_value	warnings
AG-319-O22	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__	taxonomic classification defined by topology and ANI	N/A	GCA_003331425.1, s__Nitrosopumilus sp002690535, 95.0, 87.59, 0.87; GCA_002737455.1, s__Nitrosopumilus sp002737455, 95.0, 87.31, 0.8; GCF_002156965.1, s__Nitrosopumilus catalinensis, 95.0, 87.07, 0.92; GCA_001437625.1, s__Nitrosopumilus sp001437625, 95.0, 86.92, 0.67; GCF_001541925.1, s__Nitrosopumilus sp001541925, 95.0, 86.47, 0.85; GCA_003702465.1, s__Nitrosopumilus sp003702465, 95.0, 86.22, 0.67; GCF_000299395.1, s__Nitrosopumilus sediminis, 95.0, 81.33, 0.71; GCA_002730325.1, s__Nitrosopumilus sp002730325, 95.0, 81.17, 0.66; GCA_001543015.1, s__Nitrosopumilus sp001543015, 95.0, 81.07, 0.73; GCA_002317795.1, s__Nitrosopumilus sp002317795, 95.0, 81.06, 0.66; GCF_000956175.1, s__Nitrosopumilus adriaticus, 95.0, 81.04, 0.69; GCF_000242875.2, s__Nitrosopumilus salaria, 95.0, 80.91, 0.58; GCA_001510275.1, s__Nitrosopumilus sp001510275, 95.0, 80.9, 0.66; GCF_006740685.1, s__Nitrosopumilus sp006740685, 95.0, 80.53, 0.7; GCA_000484975.1, s__Nitrosopumilus sp000484975, 95.0, 80.48, 0.52; GCF_003175215.1, s__Nitrosopumilus sp003175215, 95.0, 80.35, 0.64; GCA_000746765.1, s__Nitrosopumilus sp000746765, 95.0, 80.31, 0.57; GCA_000875775.1, s__Nitrosopumilus piranensis, 95.0, 80.13, 0.66; GCA_007036605.1, s__Nitrosopumilus sp007036605, 95.0, 80.12, 0.48; GCA_002788515.1, s__Nitrosopumilus sp002788515, 95.0, 80.11, 0.49; GCA_000746785.1, s__Nitrosopumilus sp000746785, 95.0, 80.1, 0.31; GCA_000018465.1, s__Nitrosopumilus maritimus, 95.0, 80.09, 0.64; GCA_000746685.1, s__Nitrosopumilus sp000746685, 95.0, 80.03, 0.37; GCA_000299365.1, s__Nitrosopumilus koreensis, 95.0, 80.03, 0.65; GCA_003702495.1, s__Nitrosopumilus sp003702495, 95.0, 79.97, 0.51; GCA_003702525.1, s__Nitrosopumilus sp003702525, 95.0, 79.87, 0.54; GCA_003702545.1, s__Nitrosopumilus sp003702545, 95.0, 79.61, 0.5; GCA_007037025.1, s__Nitrosopumilus sp007037025, 95.0, 79.16, 0.38; GCA_002506665.1, s__Nitrosopumilus sp002506665, 95.0, 77.52, 0.19	44.61	11	0.9760249073834586	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-426-M08	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	N/A	N/A	N/A	N/A	N/A	GCA_002709285.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus sp002709285	96.49	0.54	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	taxonomic classification defined by topology and ANI	N/A	GCA_007036525.1, s__Nitrosopelagicus sp007036525, 95.0, 84.15, 0.74; GCA_007036345.1, s__Nitrosopelagicus sp007036345, 95.0, 83.72, 0.64; GCA_000402075.1, s__Nitrosopelagicus sp000402075, 95.0, 83.67, 0.83; GCA_007037745.1, s__Nitrosopelagicus sp007037745, 95.0, 83.52, 0.78; GCA_007037205.1, s__Nitrosopelagicus sp007037205, 95.0, 82.85, 0.5; GCA_000484935.1, s__Nitrosopelagicus sp000484935, 95.0, 82.64, 0.63; GCA_007037525.1, s__Nitrosopelagicus sp007037525, 95.0, 82.49, 0.52; GCA_000746705.1, s__Nitrosopelagicus sp000746705, 95.0, 80.57, 0.4	48.13	11	0.9940430278763495	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-439-M12	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	N/A	N/A	N/A	N/A	N/A	GCA_002709285.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus sp002709285	94.69	0.72	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	taxonomic classification defined by topology and ANI	N/A	GCA_007036525.1, s__Nitrosopelagicus sp007036525, 95.0, 84.73, 0.67; GCA_000402075.1, s__Nitrosopelagicus sp000402075, 95.0, 84.16, 0.79; GCA_007037745.1, s__Nitrosopelagicus sp007037745, 95.0, 84.11, 0.75; GCA_007036345.1, s__Nitrosopelagicus sp007036345, 95.0, 84.06, 0.56; GCA_000484935.1, s__Nitrosopelagicus sp000484935, 95.0, 83.23, 0.59; GCA_007037205.1, s__Nitrosopelagicus sp007037205, 95.0, 83.03, 0.57; GCA_007037525.1, s__Nitrosopelagicus sp007037525, 95.0, 82.75, 0.53; GCA_000746705.1, s__Nitrosopelagicus sp000746705, 95.0, 80.64, 0.51; GCA_001627235.1, s__Nitrosopelagicus sp001627235, 95.0, 77.31, 0.19; GCF_000812185.1, s__Nitrosopelagicus brevis, 95.0, 77.18, 0.21	60.62	11	0.9879320274810812	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-464-I16	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	N/A	N/A	N/A	N/A	N/A	GCA_002709285.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus sp002709285	88.43	0.45	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	taxonomic classification defined by topology and ANI	N/A	GCA_007036525.1, s__Nitrosopelagicus sp007036525, 95.0, 86.22, 0.69; GCA_000402075.1, s__Nitrosopelagicus sp000402075, 95.0, 86.05, 0.75; GCA_007037745.1, s__Nitrosopelagicus sp007037745, 95.0, 85.63, 0.7; GCA_000484935.1, s__Nitrosopelagicus sp000484935, 95.0, 85.05, 0.55; GCA_007036345.1, s__Nitrosopelagicus sp007036345, 95.0, 85.01, 0.46; GCA_007037205.1, s__Nitrosopelagicus sp007037205, 95.0, 84.21, 0.51; GCA_007037525.1, s__Nitrosopelagicus sp007037525, 95.0, 83.71, 0.47	38.41	11	0.9758596731175625	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-464-C10	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	N/A	N/A	N/A	N/A	N/A	GCA_002709285.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus sp002709285	88.79	0.61	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	taxonomic classification defined by topology and ANI	N/A	GCA_007036525.1, s__Nitrosopelagicus sp007036525, 95.0, 85.59, 0.67; GCA_000402075.1, s__Nitrosopelagicus sp000402075, 95.0, 85.44, 0.8; GCA_007037745.1, s__Nitrosopelagicus sp007037745, 95.0, 84.99, 0.79; GCA_007036345.1, s__Nitrosopelagicus sp007036345, 95.0, 84.69, 0.47; GCA_000484935.1, s__Nitrosopelagicus sp000484935, 95.0, 84.08, 0.62; GCA_007037205.1, s__Nitrosopelagicus sp007037205, 95.0, 83.76, 0.55; GCA_007037525.1, s__Nitrosopelagicus sp007037525, 95.0, 83.72, 0.47; GCA_000746705.1, s__Nitrosopelagicus sp000746705, 95.0, 81.16, 0.43	68.79	11	0.9746043728417579	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-464-F05	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	N/A	N/A	N/A	N/A	N/A	GCA_002709285.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus sp002709285	87.88	0.55	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	taxonomic classification defined by topology and ANI	N/A	GCA_000402075.1, s__Nitrosopelagicus sp000402075, 95.0, 85.6, 0.77; GCA_007036525.1, s__Nitrosopelagicus sp007036525, 95.0, 85.48, 0.77; GCA_007037745.1, s__Nitrosopelagicus sp007037745, 95.0, 85.36, 0.8; GCA_007036345.1, s__Nitrosopelagicus sp007036345, 95.0, 85.05, 0.44; GCA_000484935.1, s__Nitrosopelagicus sp000484935, 95.0, 84.55, 0.57; GCA_007037205.1, s__Nitrosopelagicus sp007037205, 95.0, 83.31, 0.48; GCA_007037525.1, s__Nitrosopelagicus sp007037525, 95.0, 83.03, 0.55; GCA_000746705.1, s__Nitrosopelagicus sp000746705, 95.0, 81.49, 0.35	47.97	11	0.9734508641027962	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-464-P05	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	N/A	N/A	N/A	N/A	N/A	GCA_002709285.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus sp002709285	87.91	0.57	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	taxonomic classification defined by topology and ANI	N/A	GCA_007036525.1, s__Nitrosopelagicus sp007036525, 95.0, 86.43, 0.72; GCA_000402075.1, s__Nitrosopelagicus sp000402075, 95.0, 86.16, 0.85; GCA_007037745.1, s__Nitrosopelagicus sp007037745, 95.0, 85.58, 0.81; GCA_007036345.1, s__Nitrosopelagicus sp007036345, 95.0, 85.3, 0.47; GCA_000484935.1, s__Nitrosopelagicus sp000484935, 95.0, 84.95, 0.66; GCA_007037205.1, s__Nitrosopelagicus sp007037205, 95.0, 84.33, 0.54; GCA_007037525.1, s__Nitrosopelagicus sp007037525, 95.0, 83.83, 0.54	42.15	11	0.9722130912053916	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-464-F23	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	N/A	N/A	N/A	N/A	N/A	GCA_000746705.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus sp000746705	79.42	0.35	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	taxonomic classification defined by topology and ANI	N/A	GCA_007036525.1, s__Nitrosopelagicus sp007036525, 95.0, 81.15, 0.58; GCA_007037745.1, s__Nitrosopelagicus sp007037745, 95.0, 80.9, 0.65; GCA_000484935.1, s__Nitrosopelagicus sp000484935, 95.0, 80.89, 0.5; GCA_000402075.1, s__Nitrosopelagicus sp000402075, 95.0, 80.56, 0.64; GCA_007036345.1, s__Nitrosopelagicus sp007036345, 95.0, 80.36, 0.43; GCA_007037525.1, s__Nitrosopelagicus sp007037525, 95.0, 79.82, 0.41; GCA_002709285.1, s__Nitrosopelagicus sp002709285, 95.0, 79.74, 0.43; GCA_007037205.1, s__Nitrosopelagicus sp007037205, 95.0, 79.61, 0.44	50.47	11	0.9333530359085963	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-464-A13	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	ANI	N/A	GCA_007036525.1, s__Nitrosopelagicus sp007036525, 95.0, 81.99, 0.64; GCA_000402075.1, s__Nitrosopelagicus sp000402075, 95.0, 81.26, 0.15	22.44	11	0.918924528133793	N/A
AG-464-G17	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	ANI	N/A	GCA_000402075.1, s__Nitrosopelagicus sp000402075, 95.0, 77.98, 0.34	44.3	11	0.8927717731128295	N/A
AG-343-M19	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	N/A	N/A	N/A	N/A	N/A	GCF_000812185.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus brevis	94.7	0.88	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	taxonomic classification defined by topology and ANI	N/A	GCA_001510295.1, s__Nitrosopelagicus sp001510295, 95.0, 85.9, 0.63; GCA_001627235.1, s__Nitrosopelagicus sp001627235, 95.0, 84.62, 0.64; GCA_002698885.1, s__Nitrosopelagicus sp002698885, 95.0, 78.03, 0.32	61.2	11	0.9956980394739725	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-365-M23	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	N/A	N/A	N/A	N/A	N/A	GCF_000812185.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus brevis	90.86	0.91	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	taxonomic classification defined by topology and ANI	N/A	GCA_001510295.1, s__Nitrosopelagicus sp001510295, 95.0, 85.86, 0.69; GCA_001627235.1, s__Nitrosopelagicus sp001627235, 95.0, 84.79, 0.7; GCA_002698885.1, s__Nitrosopelagicus sp002698885, 95.0, 78.38, 0.36	63.8	11	0.9906244376283895	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-410-F17	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	N/A	N/A	N/A	N/A	N/A	GCF_000812185.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus brevis	90.54	0.84	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	taxonomic classification defined by topology and ANI	N/A	N/A	24.61	11	0.990430826671886	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-410-D13	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	N/A	N/A	N/A	N/A	N/A	GCF_000812185.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus brevis	90.74	0.91	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	taxonomic classification defined by topology and ANI	N/A	GCA_001510295.1, s__Nitrosopelagicus sp001510295, 95.0, 86.54, 0.53; GCA_001627235.1, s__Nitrosopelagicus sp001627235, 95.0, 84.9, 0.73	33.51	11	0.989033717911293	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-414-M14	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	N/A	N/A	N/A	N/A	N/A	GCF_000812185.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus brevis	90.67	0.91	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	taxonomic classification defined by topology and ANI	N/A	N/A	11.59	11	0.9887493989199664	Genome domain questionable ( 2.5% Bacterial, 12.3% Archaeal)
AG-365-G13	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	N/A	N/A	N/A	N/A	N/A	GCF_000812185.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus brevis	90.7	0.9	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	taxonomic classification defined by topology and ANI	N/A	GCA_001510295.1, s__Nitrosopelagicus sp001510295, 95.0, 85.26, 0.58; GCA_001627235.1, s__Nitrosopelagicus sp001627235, 95.0, 84.71, 0.69; GCA_002698885.1, s__Nitrosopelagicus sp002698885, 95.0, 77.48, 0.29	49.8	11	0.9887328419660064	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-319-M09	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	N/A	N/A	N/A	N/A	N/A	GCF_000812185.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus brevis	88.67	0.91	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	taxonomic classification defined by topology and ANI	N/A	GCA_001510295.1, s__Nitrosopelagicus sp001510295, 95.0, 86.99, 0.5; GCA_001627235.1, s__Nitrosopelagicus sp001627235, 95.0, 84.24, 0.73	36.96	11	0.9883617535945334	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-319-A01	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	N/A	N/A	N/A	N/A	N/A	GCF_000812185.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus brevis	88.03	0.9	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	taxonomic classification defined by topology and ANI	N/A	GCA_001510295.1, s__Nitrosopelagicus sp001510295, 95.0, 86.52, 0.55; GCA_001627235.1, s__Nitrosopelagicus sp001627235, 95.0, 84.38, 0.67; GCA_002698885.1, s__Nitrosopelagicus sp002698885, 95.0, 78.02, 0.29	52.19	11	0.9878814937224192	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-319-K07	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	N/A	N/A	N/A	N/A	N/A	GCF_000812185.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus brevis	88.63	0.89	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	taxonomic classification defined by topology and ANI	N/A	GCA_001510295.1, s__Nitrosopelagicus sp001510295, 95.0, 86.23, 0.48; GCA_001627235.1, s__Nitrosopelagicus sp001627235, 95.0, 84.11, 0.7	28.61	11	0.9849789110393448	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-319-F19	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	N/A	N/A	N/A	N/A	N/A	GCA_001510295.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus sp001510295	86.46	0.44	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	taxonomic classification defined by topology and ANI	N/A	GCF_000812185.1, s__Nitrosopelagicus brevis, 95.0, 85.66, 0.86; GCA_001627235.1, s__Nitrosopelagicus sp001627235, 95.0, 84.39, 0.65; GCA_002698885.1, s__Nitrosopelagicus sp002698885, 95.0, 78.65, 0.28	48.52	11	0.9860080756276354	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-439-L06	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	taxonomic classification defined by topology and ANI	N/A	GCF_000812185.1, s__Nitrosopelagicus brevis, 95.0, 88.03, 0.85; GCA_001627235.1, s__Nitrosopelagicus sp001627235, 95.0, 83.49, 0.64	15.18	11	0.9792686628173134	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-319-B11	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	taxonomic classification defined by topology and ANI	N/A	GCF_000812185.1, s__Nitrosopelagicus brevis, 95.0, 84.57, 0.82	13.43	11	0.9782332953525372	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-410-O05	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	N/A	N/A	N/A	N/A	N/A	GCA_001627235.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus sp001627235	94.85	0.74	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	taxonomic classification defined by topology and ANI	N/A	GCF_000812185.1, s__Nitrosopelagicus brevis, 95.0, 84.87, 0.83; GCA_001510295.1, s__Nitrosopelagicus sp001510295, 95.0, 83.02, 0.6; GCA_002698885.1, s__Nitrosopelagicus sp002698885, 95.0, 77.52, 0.28	54.78	11	0.9902854149206287	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-390-O15	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	taxonomic classification fully defined by topology	N/A	N/A	14.32	11	0.9800600713881945	N/A
AG-464-K23	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	taxonomic classification fully defined by topology	N/A	N/A	11.1	11	0.9393254767428867	N/A
AG-464-A02	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	N/A	N/A	N/A	N/A	N/A	GCA_002698885.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus sp002698885	80.18	0.35	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	taxonomic classification defined by topology and ANI	N/A	GCA_001510295.1, s__Nitrosopelagicus sp001510295, 95.0, 79.01, 0.32; GCF_000812185.1, s__Nitrosopelagicus brevis, 95.0, 78.55, 0.51; GCA_001627235.1, s__Nitrosopelagicus sp001627235, 95.0, 78.2, 0.38; GCA_000402075.1, s__Nitrosopelagicus sp000402075, 95.0, 77.75, 0.16	56.17	11	0.9434599076122441	N/A
AG-464-C04	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	N/A	N/A	N/A	N/A	N/A	GCA_002698885.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus sp002698885	79.69	0.3	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	taxonomic classification defined by topology and ANI	N/A	GCA_001627235.1, s__Nitrosopelagicus sp001627235, 95.0, 78.73, 0.32; GCF_000812185.1, s__Nitrosopelagicus brevis, 95.0, 78.57, 0.44; GCA_001510295.1, s__Nitrosopelagicus sp001510295, 95.0, 78.05, 0.22	38.51	11	0.9375807361793419	N/A
